Número,Status,Data,Data de Entrega,Data de Vencimento,Data do Pagamento,Quantidade,Descrição,Desconto,Entrega,Taxa de Vendas,Total,Valor Pago,Custo,Lucro,Tipos de Pagamento,,,Observação
77,Finalizado,22/04/2026 03:02:02,22/04/2026 03:01:00,22/04/2026 03:01:00,27/04/2026 03:20:49,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,61 -> 77
66,Finalizado,21/04/2026 06:43:45,21/04/2026 02:35:00,21/04/2026 02:35:00,27/04/2026 03:19:58,2,"1x Hidratante (80,00)
1g x Produto Especial - Bom (380,00)",10.0,,,450.0,450.0,130.0,320,"Pix, Pix",,,
76,Finalizado,21/04/2026 02:52:24,21/04/2026 02:52:00,21/04/2026 02:52:00,27/04/2026 03:19:58,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
75,Finalizado,21/04/2026 02:51:27,21/04/2026 02:51:00,21/04/2026 02:51:00,27/04/2026 03:19:58,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
74,Finalizado,21/04/2026 02:50:26,21/04/2026 02:50:00,21/04/2026 02:49:00,27/04/2026 03:19:58,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
73,Finalizado,21/04/2026 02:45:33,21/04/2026 02:45:00,21/04/2026 02:45:00,27/04/2026 22:59:27,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Fiado,,,
72,Finalizado,21/04/2026 02:44:22,21/04/2026 02:44:00,21/04/2026 02:44:00,27/04/2026 03:19:58,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
71,Finalizado,21/04/2026 02:41:18,21/04/2026 02:41:00,21/04/2026 02:41:00,27/04/2026 03:19:58,2,"2g x Produto Especial - Modelo Bom (380,00)",0.0,,,760.0,760.0,220.0,540,Pix,,,
70,Finalizado,21/04/2026 02:39:03,21/04/2026 02:39:00,21/04/2026 02:38:00,27/04/2026 03:19:58,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
69,Finalizado,21/04/2026 02:38:09,,,27/04/2026 03:19:58,0.25,"0,25g x Produto Especial - Modelo Bom (400,00)",25.0,,,75.0,75.0,27.5,47.5,Pix,,,
68,Finalizado,21/04/2026 02:36:46,21/04/2026 02:36:00,21/04/2026 02:36:00,27/04/2026 03:19:58,1,"1x Hidratante (80,00)",0.0,,,80.0,80.0,10.0,70,Pix,,,
67,Finalizado,21/04/2026 02:36:14,21/04/2026 02:36:00,21/04/2026 02:36:00,27/04/2026 03:19:58,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
65,Finalizado,21/04/2026 02:34:01,21/04/2026 02:33:00,21/04/2026 02:33:00,27/04/2026 03:19:58,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
55,Finalizado,20/04/2026 23:57:22,20/04/2026 23:56:00,20/04/2026 23:56:00,27/04/2026 00:20:32,3,"3g x Produto Especial - Modelo Bom (380,00)",140.0,,,1000.0,1000.0,330.0,670,Pix,,,
64,Finalizado,20/04/2026 02:33:03,20/04/2026 02:32:00,20/04/2026 02:32:00,27/04/2026 03:19:23,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
63,Finalizado,20/04/2026 02:31:53,20/04/2026 02:31:00,20/04/2026 02:31:00,27/04/2026 03:19:23,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
62,Finalizado,20/04/2026 02:29:36,20/04/2026 02:29:00,20/04/2026 02:29:00,27/04/2026 03:19:23,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
61,Finalizado,20/04/2026 02:28:48,,,27/04/2026 03:19:23,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
54,Finalizado,20/04/2026 00:20:11,20/04/2026 23:53:00,20/04/2026 23:53:00,27/04/2026 00:20:32,0.5,"0,5g x Produto Especial - Modelo Hidratantena (400,00)",0.0,,,200.0,200.0,82.5,117.5,Pix,,,
57,Finalizado,20/04/2026 00:11:22,20/04/2026 00:11:00,20/04/2026 00:11:00,27/04/2026 03:19:23,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
56,Finalizado,20/04/2026 00:10:03,20/04/2026 00:10:00,20/04/2026 00:09:00,27/04/2026 03:19:23,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
53,Finalizado,19/04/2026 23:53:12,19/04/2026 23:53:00,19/04/2026 23:53:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
52,Finalizado,19/04/2026 23:52:20,19/04/2026 23:52:00,19/04/2026 23:52:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
51,Finalizado,19/04/2026 23:49:27,19/04/2026 23:49:00,19/04/2026 23:49:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
50,Finalizado,19/04/2026 23:48:34,19/04/2026 23:48:00,19/04/2026 23:48:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,190.0,190.0,55.0,135,Pix,,,
49,Finalizado,19/04/2026 23:47:49,19/04/2026 23:47:00,19/04/2026 23:47:00,27/04/2026 00:18:22,3,"2g x Produto Especial - Modelo Bom (380,00)
1x Hidratante (80,00)",60.0,,,780.0,780.0,230.0,550,Pix,,,
48,Finalizado,19/04/2026 23:46:44,19/04/2026 23:46:00,19/04/2026 23:46:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
36,Finalizado,19/04/2026 23:45:56,19/04/2026 23:05:00,19/04/2026 23:05:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
35,Finalizado,19/04/2026 22:57:56,19/04/2026 22:57:00,19/04/2026 22:57:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
34,Finalizado,19/04/2026 22:57:00,19/04/2026 22:56:00,19/04/2026 22:56:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",40.0,,,150.0,150.0,55.0,95,Pix,,,
33,Finalizado,19/04/2026 22:55:18,19/04/2026 22:55:00,19/04/2026 22:55:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
32,Finalizado,19/04/2026 22:23:49,19/04/2026 22:23:00,19/04/2026 22:23:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
31,Finalizado,19/04/2026 22:23:18,19/04/2026 22:23:00,19/04/2026 22:23:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
30,Finalizado,19/04/2026 22:22:32,19/04/2026 22:22:00,19/04/2026 22:22:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",60.0,,,130.0,130.0,55.0,75,Pix,,,
29,Finalizado,19/04/2026 22:21:32,19/04/2026 22:21:00,19/04/2026 22:21:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,190.0,190.0,55.0,135,Pix,,,
28,Finalizado,19/04/2026 22:20:39,19/04/2026 22:20:00,19/04/2026 22:20:00,27/04/2026 00:18:22,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
27,Finalizado,19/04/2026 22:19:23,19/04/2026 22:19:00,19/04/2026 22:19:00,27/04/2026 00:18:22,1,"1x Hidratante (80,00 - 20,00)",20.0,,,60.0,60.0,10.0,50,Pix,,,12 -> 27
26,Finalizado,19/04/2026 22:18:10,19/04/2026 22:18:00,19/04/2026 22:17:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,400.0,400.0,110.0,290,Pix,,,
25,Finalizado,19/04/2026 22:15:57,19/04/2026 22:15:00,19/04/2026 22:15:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Astronauta  (380,00 - 30,00)",30.0,,,350.0,350.0,110.0,240,Pix,,,
24,Finalizado,19/04/2026 22:14:42,19/04/2026 22:14:00,19/04/2026 22:14:00,27/04/2026 00:18:22,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
19,Finalizado,18/04/2026 22:13:50,18/04/2026 22:07:00,18/04/2026 22:07:00,26/04/2026 22:16:33,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
23,Finalizado,18/04/2026 22:13:38,18/04/2026 22:13:00,18/04/2026 22:13:00,26/04/2026 22:16:33,2,"1g x Produto Especial - Modelo Astronauta  (380,00)
1x Hidratante (80,00)",100.0,,,360.0,360.0,120.0,240,Pix,,,
22,Finalizado,18/04/2026 22:12:39,18/04/2026 22:12:00,18/04/2026 22:12:00,26/04/2026 22:16:33,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",90.0,,,100.0,100.0,55.0,45,Pix,,,
21,Finalizado,18/04/2026 22:11:25,18/04/2026 22:11:00,18/04/2026 22:11:00,26/04/2026 22:16:33,2,"1g x Produto Especial - Modelo Astronauta  (380,00)
1x Hidratante (80,00)",10.0,,,450.0,450.0,120.0,330,Pix,,,
20,Finalizado,18/04/2026 22:09:07,18/04/2026 22:09:00,18/04/2026 22:09:00,26/04/2026 22:16:33,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
18,Finalizado,18/04/2026 22:06:14,18/04/2026 22:06:00,18/04/2026 22:06:00,26/04/2026 22:16:33,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
17,Finalizado,18/04/2026 22:05:22,18/04/2026 22:05:00,18/04/2026 22:05:00,26/04/2026 22:16:33,2,"1g x Produto Especial - Modelo Astronauta  (380,00)
1x Hidratante (80,00)",10.0,,,450.0,450.0,120.0,330,Pix,,,
16,Finalizado,18/04/2026 21:57:36,,,26/04/2026 21:58:16,1.5,"1,5g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,570.0,569.9999999999999,165.0,405,Dinheiro,,,
15,Finalizado,17/04/2026 21:56:15,,,26/04/2026 21:58:16,0.92,"0,92g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,349.6,349.6,101.2,248.40000000000003,Dinheiro,,,
14,Finalizado,17/04/2026 21:54:08,,,26/04/2026 21:58:16,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Dinheiro,,,
13,Finalizado,17/04/2026 21:06:31,,,26/04/2026 21:06:50,1.5,"1,5g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,570.0,570.0,165.0,405,Pix,,,
12,Finalizado,17/04/2026 21:01:47,,,26/04/2026 21:02:04,2,"2g x Produto Especial - Modelo Astronauta  (380,00)",160.0,,,600.0,600.0,220.0,380,Pix,,,
10,Finalizado,17/04/2026 20:45:12,,,26/04/2026 20:45:55,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Dinheiro,,,
9,Finalizado,17/04/2026 20:44:08,,,26/04/2026 20:43:02,3,"3g x Produto Especial - Modelo Astronauta  (380,00)",140.0,,,1000.0,1000.0,330.0,670,Pix,,,
8,Finalizado,17/04/2026 20:39:40,,,26/04/2026 20:39:50,0.5,"0,5g x Produto Especial - Modelo Astronauta  (200,00)",0.0,,,100.0,100.0,55.0,45,Pix,,,
5,Finalizado,16/04/2026 20:32:28,,,26/04/2026 20:32:52,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
3,Finalizado,16/04/2026 20:30:17,,,26/04/2026 20:28:31,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
1,Finalizado,16/04/2026 20:30:01,,,26/04/2026 19:49:14,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
4,Finalizado,16/04/2026 20:29:42,,,26/04/2026 20:29:20,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
2,Finalizado,16/04/2026 20:26:44,,,26/04/2026 20:25:29,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
